job_title,company_name,job_type,location,experience_years,skills
Operations Specialist,Talaat Moustafa Group -,On-site,Dokki,· 1 - 3,[Operations Specialist] [Entry Level] [IT/Software Development] [Operations/Management] [Engineering - Telecom/Technology] [Communication] [computer] [Computer Science] [Customer Service] [Engineering] [Logistics] [operation]
Senior Software Engineer,Justlife -,Remote,Cairo,· 5 - 10,[Senior Software Engineer] [Experienced] [IT/Software Development] [Java] [Spring Boot] [MySQL] [MongoDB] [Hibernate Framework] [Information Technology (IT)] [Computer Science] [Software Engineering] [Software Development]
Network Administrator,Confidential -,On-site,Zamalek,· 5 - 10,[Network Administrator] [Experienced] [IT/Software Development] [computer] [Computer Science] [Engineering] [firewalls] [Information Technology (IT)] [Network Administration] [Networking] [networks] [Routing]
Contact Center - Complaints Specialist,Seoudi Supermarket -,On-site,Heliopolis,· 2 - 3,[Contact Center - Complaints Specialist] [Entry Level] [Administration] [Customer Service/Support] [IT/Software Development] [Complaints] [Customer Care] [customer complaints] [Customer Service] [Customer Support]
Senior Full Stack Developer (Expert Solutions subsidiary of Classera),classera -,Hybrid,Beni Suef,· 4 - 7,[Senior Full Stack Developer (Expert Solutions subsidiary of Classera)] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [JavaScript] [HTML] [AngularJS] [jQuery] [Web API] [ASP.Net] [Entity Framework] [React.js]
Senior Software Tester QC (Expert Solutions subsidiary of Classera),classera -,On-site,New Beni Suef,· 7 - 10,[Senior Software Tester QC (Expert Solutions subsidiary of Classera)] [Experienced] [IT/Software Development] [Quality] [Engineering - Telecom/Technology] [Agile] [Engineering] [Quality Assurance] [Quality Control] [Software] [Software Testing] [Testing]
Microsoft Dynamics 365 Consultant,Confidential -,On-site,Heliopolis,· 10 - 12,[Microsoft Dynamics 365 Consultant] [Manager] [IT/Software Development] [IT] [business] [Consulting] [Dynamics 365] [ERP] [Microsoft Dynamics] [Information Technology (IT)] [Software]
ICT Pre-sales Engineer,Tecnology Era company -,On-site,Mokattam,· 5 - 10,[ICT Pre-sales Engineer] [Experienced] [IT/Software Development] [Sales/Retail] [Engineering - Telecom/Technology] [Cisco CCNA] [ALCATEL] [COMSSCOPE] [Meraki] [Communication skills] [Cisco] [Engineering]
K2 Developer,Informatique Education -,On-site,Nasr City,· 3 - 4,[K2 Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Software Development] [Information Technology (IT)] [Computer Science] [Software Engineering] [SQL]
Odoo Developer,Yodawy Med -,Hybrid,Giza,· 2 - 5,[Odoo Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Design] [Git] [HTML] [Information Technology (IT)] [JavaScript] [Odoo] [ORM]
Technical Support Engineer (Storage / Office / Linux / Backup / Networking / Vmware),RISEUP (Endemag for Administrative Skills Development) -,Hybrid,New Cairo,· 5 - 8,[Technical Support Engineer (Storage / Office / Linux / Backup / Networking / Vmware)] [Experienced] [Customer Service/Support] [IT/Software Development] [Engineering - Telecom/Technology] [Customer support engineer] [Technical Support] [Helpdesk support] [Support] [IT] [technical]
Junior Operations Engineer - Network/Cloud,Link Datacenter -,On-site,Giza,· 0 - 1,[Junior Operations Engineer - Network/Cloud] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Information Technology (IT)] [Communication] [Operations] [Project Management] [SQL] [Management] [Communication skills]
Java BPMN Developer,RMG -,Hybrid,Cairo,· 5 - 12,[Java BPMN Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [BPMN] [Java] [Java Development] [jBPM] [Camunda] [Information technology] [Software Development] [Information Technology (IT)]
Oracle Apps Developer,EPP  -,On-site,Cairo,· 5 - 7,[Oracle Apps Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Oracle SQL and PL/SQL] [OAF] [Information Technology (IT)] [PL/SQL] [Oracle Forms] [Oracle] [Software Development] [SQL]
Front End Technical Lead,LINK Development -,Hybrid,Maadi,· 7 - 9,[Front End Technical Lead] [Manager] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Software Development] [Front-End] [SASS] [javaScript] [HTML5] [Angular] [Design]
Software Sales Engineer,The Training Hub -,On-site,Nasr City,· 1 - 2,[Software Sales Engineer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Sales] [Computer Science] [Software] [Software Development] [Communication] [CRM] [Information Technology (IT)] [Software Engineering]
Software Developer,Off-Beat -,On-site,Heliopolis,· 1+,[Software Developer] [Experienced] [IT/Software Development] [Software Development] [C#] [Information Technology (IT)] [Communication skills] [Software Engineering] [Communication] [Computer Science]
Unity 3D Level Designer,Confidential -,On-site,Dokki,· 2 - 10,[Unity 3D Level Designer] [Senior Management] [Engineering - Construction/Civil/Architecture] [Creative/Design/Art] [IT/Software Development] [3D Modeling] [Design] [Unity] [Unity 3D] [Modeling] [Computer Science] [Programming]
IT Technician,CODPARTNER -,On-site,Cairo,· 2 - 4,[IT Technician] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Call Center] [Communication] [Computer Science] [Information Technology (IT)] [IP] [IT] [Maintenance] [network]
Network Administrator,Cairoscan -,On-site,Mohandessin,· 2 - 3,[Network Administrator] [Experienced] [Hospitality/Hotels/Food Services] [IT/Software Development] [Engineering - Telecom/Technology] [Engineering] [network] [network administrator] [Network Administration] [Information Technology (IT)] [Computer Science]
DAZU - React Frontend Developer,Bright Creations -,Hybrid,Smart Village,· 2+,[DAZU - React Frontend Developer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Sass] [JavaScript] [CSS] [UI] [Frontend] [HTML5] [Software Development] [Vue.js]
DAZU Pay - Python Developer (FinTech),Bright Creations -,Hybrid,Smart Village,· 2+,[DAZU Pay - Python Developer (FinTech)] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Python] [Django] [Flask] [Python Scripting] [Web Scraping] [WWeb Scraping] [CI] [Computer Science]
Backend Developer (Laravel),Bright Creations -,Hybrid,Smart Village,· 2+,[Backend Developer (Laravel)] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Engineering] [APIs] [Laravel] [PHP] [Back-End Development] [Full Stack Development] [Computer Science] [Information Technology (IT)]
Senior PHP Laravel Developer,Storage it Solutions -,On-site,Nasr City,· 4+,[Senior PHP Laravel Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Information Technology (IT)] [senior] [developer] [Laravel] [laravel developer] [Design] [HTML]
HR Administrative Assistants,Engaz -,On-site,Mokattam,· 1 - 3,[HR Administrative Assistants] [Experienced] [Administration] [IT/Software Development] [Administration] [administrative] [administrative assistant] [Assistant] [Business Administration] [HR] [Human Resources] [Human Resources (HR)]
Project Manager,London International Patient Services -,On-site,Heliopolis,· 2 - 5,[Project Manager] [Experienced] [IT/Software Development] [Project/Program Management] [Information Technology (IT)] [Project Management] [Project Manager] [Computer Science] [Project] [Software] [Communication] [Engineering]
Information Security Team Leader - GRC,e-finance -,On-site,Smart Village,· 5 - 7,[Information Security Team Leader - GRC] [Experienced] [IT/Software Development] [Security] [Information Technology (IT)] [Software Development] [CISSP] [Frameworks] [Information technology]
Information Security Supervisor - GRC,e-finance -,On-site,Smart Village,· 7 - 10,[Information Security Supervisor - GRC] [Experienced] [IT/Software Development] [CISSP] [Information technology] [Information Technology (IT)] [Information Security] [Engineering] [ISO] [NIST] [Security]
IT Help Desk Specialist,Yat Learning Centers -,On-site,Heliopolis,· 1 - 3,[IT Help Desk Specialist] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Help desk] [Installation] [Information Technology (IT)] [Troubleshooting] [HelpDesk] [Technical Support] [Computer Science]
Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen -,On-site,Zamalek,· 3 - 5,[Senior Data Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Engineering - Telecom/Technology] [Analysis] [BI] [Computer Science] [Data] [analytical] [Information Technology (IT)] [Reporting]
Junior Andriod Developer,Procrew -,Remote,Alexandria,,[Junior Andriod Developer] [Entry Level] [IT/Software Development] [Android] [Computer Science] [Git] [Information Technology (IT)] [Java]
Senior Product Owner,Procrew -,Remote,Alexandria,· 4 - 6,[Senior Product Owner] [Experienced] [IT/Software Development] [Project/Program Management] [Product Owner] [Agile] [Information Technology (IT)] [Product Management] [Communication]
Market Research Expert,FIPCO -,Remote,Cairo,· 10+,[Market Research Expert] [Experienced] [Analyst/Research] [Analytics] [Market Research]
Senior Full Stack Developer,Ibn Sina Pharma -,On-site,Maadi,· 2 - 5,[Senior Full Stack Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Angular] [Computer Science] [React] [HTML] [.Net] [Node.js] [CSS] [JavaScript]
Senior Marketing Specialist,ATLANTIC INTERNATIONAL CORPORATION -,On-site,6th of October,· 3+,[Senior Marketing Specialist] [Experienced] [Marketing/PR/Advertising] [Engineering - Mechanical/Electrical] [Business Administration] [business] [Communication] [Communication skills] [Digital] [E-Marketing] [English] [Google Analytics]
ERP Section Head (Microsoft Dynamics 365),Eagle Chemicals -,On-site,Heliopolis,· 7 - 10,[ERP Section Head (Microsoft Dynamics 365)] [Experienced] [Customer Service/Support] [IT/Software Development] [Engineering - Telecom/Technology] [Finance] [ERP] [Management] [Microsoft Office 365]
IT Help Desk - Cleopatra Hospital,Cleopatra Hospitals Group -,On-site,Heliopolis,· 1 - 4,[IT Help Desk - Cleopatra Hospital] [Experienced] [IT/Software Development] [Information technology] [Help desk] [Computer Science] [computer] [Computer Systems]
PHP Developer (Laravel),TechJump -,Hybrid,Alexandria,· 3 - 5,[PHP Developer (Laravel)] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [PHP] [Laravel] [Information Technology (IT)] [Engineering] [Computer Science] [Software Development]
ERP Application Consultant,GPS -,On-site,Heliopolis,· 5 - 7,[ERP Application Consultant] [Experienced] [IT/Software Development] [ERP] [ERP Implementation] [ERP Consultanting] [ERP System]
Software Developer,HITS Solutions -,On-site,Nasr City,· 1 - 3,[Software Developer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Information Technology (IT)] [Computer Science] [Engineering] [Computer Engineering] [Integration] [Software Development] [Software Engineering] [JSON]
IT system Administrator,Eduhive -,On-site,Bolkly,· 2 - 10,[IT system Administrator] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Information Technology (IT)] [computer] [Networks] [Computer Engineering] [Engineering] [Network]
IT Specialist,Advansys for Trading & Contracting -,On-site,Maadi,· 2 - 3,[IT Specialist] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [computer] [Communication] [Networking] [Technical Support] [Information Technology (IT)] [Software] [MCSA] [Hardware]
Site Manager,PAVILLION ARCHITECTS -,On-site,Sheraton,· 10 - 15,[Site Manager] [Manager] [Engineering - Construction/Civil/Architecture] [Architecture] [Engineering] [Information Technology (IT)] [Revit] [photoshop] [Lumion] [3d max] [CAD] [Project Management]
Sales Manager,Confidential -,On-site,Cairo,· 10 - 12,[Sales Manager] [Manager] [Sales/Retail] [Engineering - Oil & Gas/Energy] [sales skills] [Sales Target] [Sales] [Negotiation] [negotiation skills] [Engineering] [Customer Service] [MS Office]
Instructor—on different Egypt governments.,Procrew -,On-site,Alexandria,· 2 - 4,[Instructor—on different Egypt governments.] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Education/Teaching] [Teaching] [IT Instructors]
IT Help Desk,Teleperformance - Egypt -,On-site,New Cairo,· 1+,[IT Help Desk] [Experienced] [IT/Software Development] [HelpDesk] [Information Technology (IT)]
Senior MERN Developer,Capital Numbers Infotech Limited -,Remote,Cairo,· 4 - 7,[Senior MERN Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [React] [React.js] [Node.js] [MERN] [MongoDB] [MySQL] [Typescript] [next]
Software Tester,Confidential -,On-site,Dokki,· 1 - 10,[Software Tester] [Experienced] [IT/Software Development] [Quality] [Engineering - Telecom/Technology] [Test] [tester] [software tester] [Software Testing] [Testing] [Information Technology (IT)] [Computer Science]
Java Instructor,MICA -,On-site,Hadayek Alahram,· 0 - 5,[Java Instructor] [Entry Level] [IT/Software Development] [Training/Instructor] [Instructor] [Java] [SQL] [Oracle] [Computer Science] [Java Software Development] [Database] [Teaching]
ERP Consultant,Proactivesoft -,On-site,Smart Village,· 2 - 4,[ERP Consultant] [Experienced] [Customer Service/Support] [IT/Software Development] [Engineering - Telecom/Technology] [software technical support] [ERP Support] [ERP Software] [Software Testing] [Customer Support]
Senior odoo developer,Algoriza -,Remote,Giza,· 5 - 9,[Senior odoo developer] [Experienced] [IT/Software Development] [CSS] [Computer Science] [HTML] [front-end] [Information Technology (IT)] [JavaScript] [Odoo] [PostgreSQL] [Programming]
IT Help Desk Specialist,Amreyah Cement -,On-site,Bourj Alarab,· 1 - 3,[IT Help Desk Specialist] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Communication] [Databases] [Help desk] [Information technology] [Information Technology (IT)] [Troubleshooting]
Wordpress Developer,Confidential -,On-site,Sheraton,· 2 - 5,[Wordpress Developer] [Experienced] [Creative/Design/Art] [IT/Software Development] [Engineering - Telecom/Technology] [backend] [HTML] [JavaScript] [MySQL] [PHP] [SEO] [WordPress]
Oracle Apps Developer,Egypt Kuwait Holding -,On-site,6th of October,· 1 - 3,[Oracle Apps Developer] [Entry Level] [IT/Software Development] [E business suite] [EBS]
